Lp	Lon	Lat	ROrder	AbiotType	Geol	Site	River	RBasin	Ecoreg	Mon	Year	Dist	Alt	Width	Dam	Lake	Geomor	FloodVal	Source	FlowDis	BasinArea	AvT	AvJanT	AvJulT	WaterT	FiReach	FiWidth	FiArea	FiDepth	Slope	Tree	Bush	Subs	Substr	Flow	Cond	Ripar	FishSp	spirl	bitt	pred	Asp	Perch	fario	Lota	Zander	Ruffe	Wels	Chubb	Acat	Rain	trutta	Brook	Eel
1690	21.90639	52.7025	4	19	sili	Brok-Zamoscie	Brok	Wisla	16	8	2019	78.7	94.8	20	No	No	NatStra	No	rain	No	814	8.5	-2	18	24.2	150	2	300	100	0.61	No	No	3	sand	0.3	1140	field	16	0	1	3	0	1	0	0	0	1	0	1	0	0	0	0	0
3522	18.07347	54.030926	2	19	sili	NowyBukowiec	Wierzyca	Wisla	14	8	2019	42	134	5	No	Yes	RegMean	Yes	rain	No	160	8	-1.3	17.4	NA	150	5	750	50	1.4	Yes	Yes	3	sand	NA	NA	barren	8	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
3413	18.429025	54.0563	3	19	sili	DolnyMlyn	Wietcisa	Wisla	14	8	2019	45	118	6	Yes	Yes	RegMean	No	rain	Yes	232	8	-1.3	17.4	NA	150	6	900	50	5	Yes	Yes	3	GravSton	NA	NA	meadow	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3373	18.481928	53.96846	3	19	sili	NowaWiesRzeczna	Piesienica	Wisla	14	8	2019	23	84	9	Yes	Yes	RegMean	Yes	rain	Yes	159	8	-1.3	17.4	NA	150	9	1350	30	1.6	Yes	Yes	1	GravSton	NA	NA	barren	12	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0
1551	19.58028	52.545	2	20	sili	"SkrwaLewa-Soczewka,mostnadrodzePlock-Wloclawek"	Skrwalewa	Wisla	14	8	2019	44	58	5	No	Yes	Sine	Yes	rain	No	389.8	8.1	-1.8	17.9	19.9	170	2	340	60	2.1	No	No	3	sand	0.14	455	forest	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3393	18.661829	53.95403	3	20	sili	Klonowka	Wegiermuca	Wisla	14	8	2019	29	46	3.5	No	Yes	RegMean	Yes	rain	No	157	8	-1.3	17.4	NA	150	3.5	525	30	0.4	Yes	Yes	1	sand	NA	NA	field	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
181	19.133661	52.657818	1	21	sili	Wisla-ponizejzaporyweWloclawku	Wisla	MorBalt	14	8	2019	676	45.9	550	Yes	No	Sine	Yes	rain	Yes	172298.8	8.1	-1.8	17.9	23.1	1000	2	2000	200	0.17	Yes	No	5	sand	NA	920	builtroad	18	0	1	5	1	1	0	1	0	0	0	1	0	0	0	0	1
199	18.963344	52.745145	1	21	sili	Wisla-Gabinek	Wisla	MorBalt	14	8	2019	693	43	450	Yes	No	Sine	Yes	rain	Yes	173815.8	8.1	-1.8	17.9	22.9	720	2	1440	180	0.17	Yes	Yes	5	sand	NA	946	barren	20	0	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0
3317	16.920953	54.597822	1	22	sili	Orzechowo	Orzechowa	MorBalt	14	8	2019	3.5	12	1.5	No	No	Sine	No	rain	No	18	8.5	-1.4	17.6	NA	150	1.5	225	5	1.5	Yes	No	1	GravSton	NA	NA	forest	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1
3050	23.126361	52.621278	4	23	orga	Nurzec-powyzejNurca	Nurzec	Wisla	16	8	2019	33.3	140.1	2	No	No	Sine	Yes	rain	No	193.8	8.5	-2	18	19.3	150	2	300	70	1.04	No	Yes	3	sand	0.05	433	meadow	10	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
1543	19.754733	52.469356	2	23	orga	mostDobrzykow	KanalTroszynski	Wisla	14	8	2019	22.5	57.3	2	No	No	NatStra	Yes	rain	No	197.8	8.1	-1.8	17.9	19.6	100	2	200	200	0.1	No	No	1	sand	0	622	field	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3320	18.459338	53.731153	3	23	orga	Osiek	DoplywzKarszanka	Wisla	14	8	2019	4.5	88	2	No	No	RegMean	No	rain	No	15	8	-1.3	17.4	NA	100	2	200	10	0.2	No	No	1	organic	NA	NA	meadow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	17.88738	53.51358	3	25	sili	PilaMlyn	Szumionka	Wisla	14	8	2019	22	92.5	1.5	No	Yes	RegMean	No	rain	Yes	61	8	-1.3	17.4	NA	150	1.5	225	10	10	Yes	Yes	3	sand	NA	NA	forest	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3469	17.964167	54.777222	2	25	sili	Sluchowo	BychowskaStruga	MorBalt	14	8	2019	16	20	5	No	Yes	Sine	No	rain	Yes	104	8	-1.3	17.4	NA	150	5	750	30	14.6	Yes	Yes	3	GravSton	NA	NA	forest	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3466	18.029312	54.211334	3	25	orga	Golubie	Doplyw-Radunia	MorBalt	14	8	2019	3	170	4.5	No	Yes	NatStra	No	rain	No	13.5	8	-1.3	17.4	NA	150	3.5	525	30	0.5	Yes	No	1	sand	NA	NA	barren	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3949	20.791575	50.777075	4	6	sili	Trupien-Slopiec	Trupien	Wisla	10	8	2019	6	257	1	No	No	Sine	No	rain	Yes	37	7.5	-1.8	17.8	22	100	1	100	25	1	Yes	Yes	1	MudClay	0	243	meadow	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4049	20.54592	50.86675	5	6	sili	SufragaNoc-Podgorze	SufragaNoc	Wisla	10	8	2019	22	242	2.5	No	No	Sine	No	rain	No	60	7.5	-1.8	17.8	18	200	1.5	300	25	0.4	Yes	Yes	3	sand	0.5	630	meadow	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
4044	20.561	50.85767	5	6	sili	Silnica-Bialogon	Silnica	Wisla	10	8	2019	16	241	3	Yes	No	Sine	No	rain	Yes	49	7.5	-1.8	17.8	18	200	1.5	300	90	1	Yes	Yes	3	GravSton	0.3	830	barren	5	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
3899	20.520687	50.785252	5	6	sili	DoplywspodgoryZelejowej-Radkowice	DoplywspodgoryZelejowej	Wisla	10	8	2019	5.8	223	1.5	No	No	Sine	No	rain	Yes	15	7.5	-1.8	17.8	18	200	1.5	300	40	7	No	No	1	sand	0.6	805	meadow	3	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
3953	20.341925	50.493238	4	6	sili	Wechadlowka-WolaLubecka	Wechadlowka	Wisla	10	8	2019	6.5	212	1.5	No	No	Sine	No	rain	Yes	54	7.5	-1.8	17.8	16	200	1.5	300	40	6	No	No	1	sand	0	600	field	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3956	20.498187	50.4421	3	6	sili	Mozgawka-Mozgawa	Mozgawka	Wisla	10	8	2019	2.5	199	1	No	No	Sine	No	rain	No	13	7.5	-1.8	17.8	14	150	1	150	40	6	No	No	1	GravSton	0.3	720	field	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3958	20.660818	50.339879	3	6	sili	CiekodCzarnocina-KoNocmosty	CiekodCzarnocina	Wisla	10	8	2019	18	177	3	No	No	Sine	No	rain	Yes	42	7.5	-1.8	17.8	17	150	1.5	225	50	2	Yes	Yes	1	MudClay	0.5	963	meadow	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
3961	20.688681	50.312134	3	6	sili	DoplywzCieszkowow-Pisarka	CiekodKrzyza	Wisla	10	8	2019	13	177	1.5	No	No	Sine	No	rain	Yes	32	7.5	-1.8	17.8	18	150	1.5	225	50	8	Yes	Yes	1	MudClay	0.7	850	field	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
3965	20.711744	50.405186	4	6	sili	CiekodBroniny-GluzySzlacheckie	CiekodBroniny	Wisla	10	8	2019	14	194	2.5	No	No	Sine	No	rain	No	39	7.5	-1.8	17.8	17	150	1.5	225	60	2	Yes	No	3	GravSton	0.7	973	field	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2104	22.770108	49.683408	4	6	sili	Zalesie-Mlodowice	Zalesie	Wisla	16	8	2019	9	233	1.5	No	No	Sine	No	snow	No	17	7.5	-3.9	17.7	21	100	1.5	150	15	4.04	Yes	Yes	5	GravSton	NA	718	barren	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2342	22.799704	49.752846	4	6	sili	BoNo-Nehrybka	BoNo	Wisla	10	8	2019	11	201	1.5	No	No	Sine	No	snow	No	27	7.5	-3.9	17.7	20.2	100	1.5	150	15	4.11	Yes	Yes	1	GravSton	NA	807	builtroad	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4002	20.48408	50.64017	3	7	sili	Brzeznica-Borszowice	Brzeznica	Wisla	10	8	2019	27	200	2	No	No	Sine	No	rain	No	96	7.5	-1.8	17.8	16	200	1.5	300	40	4	No	Yes	3	GravSton	1.1	660	meadow	6	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0
3985	20.496784	50.652344	3	7	sili	CiekodKorytnicy-Korytnica	CiekodKorytnicy	Wisla	10	8	2019	10	202	1.5	No	No	Sine	No	rain	Yes	20	7.5	-1.8	17.8	18	150	1.5	225	20	6	No	No	1	MudClay	0.5	550	meadow	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3969	20.546932	50.560672	3	7	sili	StrugaPodleska-Podleze	StrugaPodleska	Wisla	10	8	2019	62	201	2	No	No	Sine	No	rain	No	110	7.5	-1.8	17.8	18	150	1.5	225	60	5	Yes	Yes	3	GravSton	0.5	544	field	5	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0
3974	20.47643	50.587044	3	7	sili	Jakubowka-ponds	Jakubowka	Wisla	10	8	2019	7	196	1.5	No	No	Sine	No	rain	Yes	24	7.5	-1.8	17.8	18	150	1.5	225	20	2	Yes	Yes	1	GravSton	0.9	810	barren	8	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
3987	20.403323	50.554799	3	7	sili	Kruczka-Zegartowice	Kruczka	Wisla	10	8	2019	5	204	1.8	No	No	Sine	No	rain	No	21	7.5	-1.8	17.8	14	200	1.5	300	40	6	Yes	Yes	5	GravSton	0.8	595	meadow	7	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0
3994	20.447302	50.525733	3	7	sili	CiekodTura-Busina	CiekodTura	Wisla	10	8	2019	3.4	191	1	No	No	Sine	No	rain	Yes	20	7.5	-1.8	17.8	17	100	1	100	20	3	No	No	1	MudClay	0	500	meadow	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3913	20.285717	50.513578	4	7	sili	Mozgawa-Nawarzyce	Mozgawa	Wisla	10	8	2019	21	214	2	No	No	Sine	No	rain	No	107	7.5	-1.8	17.8	16	100	1.5	150	40	1	No	No	1	MudClay	0.6	324	barren	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
4027	20.70218	50.37794	3	7	sili	Maskalis-ChotelCzerwony	Maskalis	Wisla	10	8	2019	13	187	3	No	No	Sine	No	rain	No	31	7.5	-1.8	17.8	20	150	1.5	225	40	2	Yes	Yes	3	sand	0.4	1150	meadow	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3997	20.52217	50.78042	4	8	sili	Bobrza-Radkowice	Bobrza	Wisla	10	8	2019	44	220	8	NA	No	Sine	No	rain	No	330	7.5	-1.8	17.8	19	200	1.5	300	80	4	No	No	5	sand	0.8	653	barren	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
4030	20.46214	50.50478	3	9	sili	Mierzawa-Pawlowice	Mierzawa(Sedziszowka)	Wisla	10	8	2019	42	191	13	No	No	Sine	No	rain	No	160	7.5	-1.8	17.8	17	250	1.5	375	90	3	Yes	Yes	5	GravSton	0.8	544	meadow	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
4807	16.570189	52.935458	4	0	orga	Lipica	KanalRomanowski	Odra	14	8	2019	24	43	4.6	No	No	NatStra	No	rain	No	100	9.1	-1.1	19.5	15	150	2.5	375	60	0.02	No	No	1	MudClay	0.03	369	meadow	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
994	14.683335	52.59349	4	0	orga	Maszowek	KanalMaszowek	Odra	14	8	2019	60.8	11.9	12	No	No	NatStra	Yes	rain	Yes	434.8	9.1	-1.1	19.5	12	500	2.5	1250	90	0.02	Yes	No	1	organic	0.003	435	meadow	11	0	1	3	0	1	0	1	0	0	0	1	0	0	0	0	0
4966	16.141841	54.234321	2	23	orga	Dzierzecinka-ujsciedojezioraJamno(m.Dobieslawiec)	Dzierzecinka	Odra	14	8	2019	27	2	5	No	No	RegMean	No	rain	No	120	8.5	-1.4	17.6	19.4	200	5	1000	50	0.04	Yes	No	1	MudClay	0.38	309	meadow	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4740	16.372119	52.877086	4	17	sili	Gulcz	Gulczanka	Odra	14	8	2019	29.73	40.6	3.4	No	No	Sine	Yes	rain	No	107.1	9.1	-1.1	19.5	10	150	3.4	510	15	0.09	Yes	No	3	sand	0.33	454	forest	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014	15.008692	52.585458	4	17	orga	Krzeszyce	Postomia	Odra	14	8	2019	39	15.7	3.2	No	Yes	Sine	Yes	rain	Yes	202.7	9.1	-1.1	19.5	12	150	3.2	480	50	0.03	No	Yes	3	sand	0.02	540	builtroad	7	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1005	14.806633	52.570097	4	17	orga	m.Slonsk	Lecza	Odra	14	8	2019	20.9	16.4	3.5	Yes	No	Sine	Yes	rain	No	89.8	9.1	-1.1	19.5	12	150	3.5	525	40	0.03	Yes	Yes	3	sand	0.04	459	builtroad	9	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0
4970	16.06948	54.24052	2	17	orga	Strzezenica-ujsciedojezioraJamno(m.Strzezenica)	Strzezenica	MorBalt	14	8	2019	13.1	0	6	No	No	RegMean	No	rain	No	66.8	8.5	-1.4	17.6	19.5	300	4	1200	100	0.06	Yes	Yes	1	MudClay	0.09	367	meadow	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3591	17.159267	54.187887	2	17	sili	Poborowo	Pokrzywna	MorBalt	14	8	2019	14	98	6	No	No	RegMean	No	rain	Yes	50	8	-1.3	17.4	NA	150	6	900	15	2.1	Yes	Yes	1	sand	NA	NA	forest	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3594	16.868673	54.07792	3	17	sili	Swierzno	Swierzynka	MorBalt	14	8	2019	5.6	114	2.5	No	No	Sine	No	rain	No	19	8.5	-1.4	17.6	NA	150	2.5	375	10	1.1	Yes	Yes	3	sand	NA	NA	forest	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3572	16.874031	54.161652	3	17	sili	Plocko	Dzika	MorBalt	14	8	2019	7.5	86	1	No	No	RegMean	No	rain	No	20	8.5	-1.4	17.6	NA	150	1	150	10	3.2	Yes	Yes	1	sand	NA	NA	forest	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4505	17.087675	53.116292	4	18	orga	PonizejPoborkiWielkiej	Bialosliwka	Odra	14	8	2019	10.5	87.4	1.9	No	No	Sine	No	rain	Yes	6.36	8	-1.3	17.4	15	100	1.9	190	15	0.02	Yes	Yes	1	MudClay	0.001	468	builtroad	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4502	17.1161	53.094475	4	18	orga	Bialosliwie	Bialosliwka	Odra	14	8	2019	14	57.3	1.8	No	No	Sine	No	rain	No	6.67	8	-1.3	17.4	15	150	1.8	270	15	0.01	Yes	Yes	1	sand	0.19	489	meadow	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4585	16.645631	53.084619	4	18	orga	Stobno	Krepica	Odra	14	8	2019	16.5	62.2	4.1	No	No	Sine	Yes	rain	No	133.7	8.5	-1.4	17.6	15	100	3.1	310	30	0.21	Yes	Yes	3	sand	0.25	398	builtroad	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4826	16.60573	53.068625	4	18	orga	Wrzaca	Lomnica	Odra	14	8	2019	13.5	53.1	4.8	No	No	Sine	Yes	rain	No	86.68	8.5	-1.4	17.6	13	100	4.6	460	20	0.33	Yes	Yes	3	sand	0.34	381	meadow	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4805	16.539564	53.066153	4	18	orga	Zurawiec	Glinica	Odra	14	8	2019	10	71.6	1.2	No	No	Sine	Yes	rain	No	44.99	8.5	-1.4	17.6	10	100	1.2	120	15	0.012	Yes	Yes	1	sand	0.01	420	field	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4727	16.542583	53.012178	5	18	orga	Radolin	Trzcianka	Odra	14	8	2019	24	47	2.3	No	No	Sine	Yes	rain	No	145.9	8.5	-1.4	17.6	9	150	2.5	375	35	0.012	Yes	Yes	3	sand	0.18	515	field	6	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
4496	16.51295	52.952155	4	18	orga	KuznicaCzarnkowska	Rudnica	Odra	14	8	2019	11.5	45.8	4.2	No	No	Sine	Yes	rain	No	44	9.1	-1.1	19.5	7	150	2.5	375	25	0.022	Yes	Yes	3	sand	0.24	457	forest	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3578	17.022372	54.170703	2	19	sili	Osowka	Pokrzywna	MorBalt	14	8	2019	30	77	11	No	No	Sine	No	rain	Yes	152	8	-1.3	17.4	NA	150	6	900	30	3.8	Yes	No	1	GravSton	NA	NA	forest	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3574	16.976467	54.154767	1	19	sili	Popielewko	Wieprza	MorBalt	14	8	2019	38.5	71	16	No	No	Sine	No	rain	No	314	8.5	-1.4	17.6	NA	150	8	1200	30	2.1	Yes	No	3	GravSton	NA	NA	forest	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4789	16.575406	53.009975	3	21	orga	Walkowice	Notec	Odra	14	8	2019	271.3	44.1	25	No	No	NatStra	Yes	rain	Yes	17300	8.5	-1.4	17.6	12	500	2.5	1250	150	0.02	Yes	No	3	sand	0.2	452	barren	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4962	15.798829	54.227412	1	22	orga	Czerwona-ujsciedomorza(m.UstroNoMorskie)	Czerwona	MorBalt	14	8	2019	28.43	4	8	No	No	RegMean	No	rain	No	149.65	8.5	-1.4	17.6	21.1	300	6	1800	140	0.001	Yes	Yes	1	MudClay	0.03	797	meadow	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4796	17.062606	53.019533	4	23	orga	Mielimaka	Margoninka	Odra	14	8	2019	28	61.3	4	No	No	Sine	Yes	rain	No	179.5	8	-1.3	17.4	12	150	4	600	35	0.01	Yes	Yes	3	sand	0.01	398	forest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4506	16.896947	53.044197	4	23	orga	Ciszewo	Bolemka	Odra	14	8	2019	10.84	50.2	2	No	No	NatStra	Yes	rain	No	68.7	8.5	-1.4	17.6	12	100	2	200	30	0.02	No	No	1	MudClay	0.01	409	meadow	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4902	15.13404	53.13191	2	23	orga	Plonia-powyzejjez.Plon(Przywodzie)	Plonia	Odra	14	8	2019	18	14	3.75	No	Yes	NatStra	No	rain	Yes	97	8.5	-1.4	17.6	20.66	200	3.75	750	140	0.9	Yes	Yes	1	MudClay	0.18	477	meadow	7	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
4665	18.742213	52.1152	3	24	orga	Chelmno	Ner	Odra	14	8	2019	133.5	93.8	3.2	No	No	Sine	Yes	rain	No	1866	8.1	-1.8	17.9	12	500	2.5	1250	85	0.04	Yes	Yes	3	sand	0.24	805	field	6	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4797	16.878856	53.051933	3	24	orga	Milcz	Notec	Odra	14	8	2019	256	48.3	25	No	No	NatStra	Yes	rain	Yes	17300	8.5	-1.4	17.6	12	500	2.5	1250	75	0.02	No	No	3	sand	0.24	890	meadow	8	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1067	14.8142	52.5761	3	24	orga	powyzejujsciaLeczy(m.Slonsk)	KanalPostomski	Odra	14	8	2019	56	11.5	15	No	No	Sine	Yes	rain	No	179.6	9.1	-1.1	19.5	12	500	2.5	1250	65	0.02	No	Yes	3	organic	0.002	568	meadow	9	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0
4909	14.938008	53.197755	2	25	sili	Plonia-powyzejujsciaKanaluMlynskiego(Okunica)	Plonia	Odra	14	8	2019	61.75	15	5	No	Yes	RegMean	No	rain	No	1000	8.5	-1.4	17.6	24.43	200	5	1000	60	0.8	No	Yes	1	sand	0.55	306	meadow	5	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
1256	19.65935	49.47883	5	12	sili	Syhlec-ujsciedoCzarnejOrawy	Syhlec	Dunaj	10	9	2019	18	616	5	No	No	HiMean	Yes	snow	No	35	6.4	-4.9	16.3	14.8	150	5	750	30	4	Yes	Yes	5	GravSton	0.5	200	meadow	6	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0
1237	19.337637	50.041337	2	0	sili	KanalDwory-forest	KanalDwory	Wisla	16	9	2019	4	216	65	Yes	No	NatStra	No	rain	No	61.84	7.5	-1.8	17.8	23	1200	5	6000	200	0.9	No	Yes	1	GravSton	0.08	2808	barren	11	0	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0
3035	22.995611	53.86675	2	0	sili	Klonownica	KanalAugustowski	Niemen	16	9	2019	38	122.1	35	No	Yes	NatStra	Yes	snow	No	48	7.4	-4.2	18.3	19.6	250	2	500	60	0.02	Yes	Yes	5	MudClay	0.01	370.6	forest	8	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
4182	19.848431	53.727106	2	0	sili	"KanalElblaski-powyzejJez.Drweckiego,Liwa"	KanalElbforestki	MorBalt	16	9	2019	5	95	20	No	Yes	NatStra	No	rain	Yes	29	8	-1.3	17.4	12	700	3	2100	50	0.2	Yes	Yes	1	GravSton	0.1	433	forest	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
311	17.944487	53.719277	3	0	sili	Legbad	WielkiKanalBrdy	Wisla	14	9	2019	11.7	117.4	16	No	No	NatStra	No	rain	Yes	4453	8	-1.3	17.4	11.3	500	2.5	1250	60	0.15	Yes	Yes	3	sand	0.31	276	forest	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
274	17.963851	53.18833	2	0	sili	PonizejZbiornikaSmukala	Brda	Wisla	14	9	2019	225	41.6	35	Yes	Yes	RegMean	Yes	rain	Yes	4627	8	-1.3	17.4	9.5	500	2.5	1250	150	0.42	Yes	Yes	5	sand	0.45	329	builtroad	10	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0
4069	20.44176	50.68495	2	10	sili	Nida-Mokrsko	Nida	Wisla	14	9	2019	65	203	22	No	No	RegMean	Yes	rain	No	1970	7.5	-1.8	17.8	17.5	300	4	1200	45	1	No	Yes	1	sand	0.38	469	meadow	6	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
1197	19.82973	49.34405	2	1	sili	Dunajec-Zagrody	Dunajec	Wisla	10	9	2019	21	810	19	No	No	NatStra	No	snow	No	78	5.8	-5.5	15.5	9.2	150	4	600	25	8.6	Yes	Yes	5	GravSton	1	190	builtroad	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1254	19.98287	49.31924	3	1	sili	BialyDunajec-Harenda	BialyDunajec	Wisla	10	9	2019	10	758	8	No	No	NatStra	No	snow	Yes	51	5.5	-5.3	15.3	10.7	150	4	600	35	9.2	Yes	Yes	5	GravSton	1.2	280	builtroad	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1218	20.13233	49.29864	3	1	sili	Bialka-Lysafieldna	Bialka	Wisla	10	9	2019	22	770	16	No	No	NatStra	No	snow	No	75	6.2	-5	16.1	11.2	160	4	640	25	9.5	Yes	Yes	5	GravSton	1.4	270	barren	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1140	19.97669	49.7196	3	12	sili	Lubienka-ujscie	Lubienka	Wisla	10	9	2019	11	347	6	No	No	Sine	No	snow	Yes	48	7.9	-3.9	17.9	16.2	200	6	1200	30	7.5	Yes	Yes	5	GravSton	0.5	410	builtroad	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1208	19.97725	49.73779	3	12	sili	Krzczonowka-Krzczonow	Krzczonowka	Wisla	10	9	2019	17	328	8	No	No	Sine	No	snow	Yes	93	7.9	-3.9	17.9	16.1	160	4	640	20	8.1	Yes	Yes	5	GravSton	0.6	320	builtroad	5	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2123	21.43648	49.515595	2	12	sili	Wisloka-Swiatkowa	Wisloka	Wisla	10	9	2019	15	395	20	No	No	Sine	No	snow	No	118	6	-4	16	17.8	250	4	1000	25	7.07	Yes	Yes	5	GravSton	NA	332	forest	7	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2213	22.391556	49.450528	3	12	sili	Olszanka-Podkamionka	Olszanka	Wisla	10	9	2019	18	345	8	No	No	Sine	No	snow	No	60	7	-3.9	16	16.2	250	4	1000	50	1.25	Yes	Yes	5	GravSton	NA	526	forest	8	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2447	22.135754	49.3924	3	12	sili	Oslawa-Zajnicz	Oslawa	Wisla	10	9	2019	35	400	15	No	No	Sine	No	snow	No	174	6	-3.9	16	22.5	250	4	1000	35	4.9	Yes	Yes	5	GravSton	NA	273	barren	9	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0
1942	22.121473	49.426123	4	12	sili	Plonka-Kozuszne	Plonka	Wisla	10	9	2019	10	397	4	No	No	Sine	No	snow	No	34	6	-3.9	16	19	150	4	600	25	3.45	Yes	Yes	5	GravSton	NA	442	forest	7	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2334	22.25451	49.463132	4	12	sili	Kalniczka-TarnawaGorna	Kalniczka	Wisla	10	9	2019	21	333	6	No	No	Sine	No	snow	No	75	7	-3.9	16	19	150	4	600	30	4.72	Yes	Yes	5	GravSton	NA	442	builtroad	8	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0
1949	22.261794	49.503973	4	12	sili	Mlynowka-Zagorz	Mlynowka	Wisla	10	9	2019	7.8	305	1	No	No	Sine	No	snow	No	10	8	-3.9	17	15.2	100	1	100	15	2.73	No	Yes	1	GravSton	NA	569	builtroad	4	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2001	22.651459	49.553365	4	12	sili	Wyrwa-Kwaszenina	Wyrwa	Wisla	10	9	2019	6	421	2.5	No	No	Sine	No	snow	No	21	6	-4	16	19.6	150	2.5	375	20	12	Yes	Yes	5	GravSton	NA	444	builtroad	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2248	21.787218	49.695721	4	12	sili	Slaczka-Krosno	Slaczka	Wisla	10	9	2019	7	265	3	No	No	Sine	No	snow	No	20	7.5	-3.9	17.7	17	100	3	300	25	4.17	Yes	Yes	1	GravSton	NA	601	builtroad	6	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
